"ID"|"EAN13"|"CODE_ISP"|"EDITABLE_NAME"|"PRINCIPE_ACTIVE"|"CLEAR_CONCENTRATION"|"CONCENTRATION"|"SHAPE_PHARMACY"|"QUANTITY_PER_CONTAINER"|"UNIT_OF_MEASUREMENT"|"LABORATORY"|"MASTER_CATEGORY"|"CATEGORY"|"SUB_CATEGORY"|"PRESCRIPTION_TYPE"|"BIOEQUIVALENT"|"COOLED"|"CENABAST"|"BRAND"|"LIQUID"
777001063|8903726250365||"LEVETIRACETAM 1000 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LEVETIRACETAM 1000 MG"|"1000"|"1000 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"HETERO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|1|0||0|0
777001064|8903726250365|"F-22677/21"|"LEVETIRACETAM 1000 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LEVETIRACETAM 1000 MG"|"1000"|"1000 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|1|0|"CENABAST"|0|0
777001065|8903726251379|"F-23276/16"|"FINASTERIDA 5 MG X 30 COMPRIMIDOS RECUBIERTOS"|"FINASTERIDA 5 MG"|"5"|"5 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"ALOPECIA (CALVICIE)"|"MRE"|1|0|"CENABAST"|0|0
777001066|8904103326567|"F-25430/20"|"OTOC 4 MG X 10 COMPRIMIDOS BUCODISPERSABLES"|"ONDANSETRON 4 MG"|"4"|"4 MG"|"COMPRIMIDOS BUCODISPERSABLES"|"10"|"COMPRIMIDO"|"SEVEN PHARMA"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIEMETICOS (VOMITOS Y MAREOS)"|"MRE"|1|0||1|0
777001067|8904159675770||"RIVAROXABAN 20 MG X 30 COMPRIMIDOS"|"RIVAROXABAN 20 MG"|"20"|"20 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"MSN"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTICOAGULANTES"|"MRE"|1|0||0|0
777001068|8906031057971||"LACTOFLORA X 30 CAPSULAS"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"CAPSULAS"|"30"|"CAPSULA"|"EUROFARMA"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"SISTEMA GASTROINTESTINAL"|"NP"|0|0||1|0
777001069|8906031057988||"LACTOFLORA 1 G X 10 SOBRE POLVO PARA SOLUCION ORAL"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"CAPSULAS"|"10"|"SOBRE"|"EUROFARMA"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"SISTEMA GASTROINTESTINAL"|"NP"|0|0||1|0
777001070|9001001000854||"OSTEOFLEX X 60 CAPSULAS"|"COLAGENO HIDROLIZADO 75 MG MAGNESIO 280 MG CURCUMA 75 MG"|"75;280;75;70"|"75 MG;280 MG;75 MG;70 MG"|"CAPSULAS"|"60"|"CAPSULA"|"CNP"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"SISTEMA OSTEOARTICULAR (ARTICULACIONES Y HUESOS)"|"NP"|0|0||1|0
777001071|9980808887113||"BICARBONATO DE SODIO X 100 G"|"BICARBONATO DE SODIO 100 G"||"100 G"|"POLVO"|"100"|"100 G"|"QUIMNATURA"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIACIDOS"|"NP"|0|0||0|0
777001072|13051860|"F-2488"|"TAPSIN FORTE TIRA X 6COM"|"CAFEINA ; PARACETAMOL"||"40MG ; 650MG"|"COMPRIMIDOS RECUBIERTOS"||""|"MAVER"||"ANALGESICOS Y ANTINFLAMATORIOS"||"VENTA DIRECTA"|||||
777001073|78018686|"F-2242"|"PHILLIPS ANTIACIDO MENTA TIRA X10"|"ALUMINIO HIDROXIDO ; CALCIO CARBONATO ; MAGNESIO HIDROXIDO"||"70MG ; 805MG ; 100MG"|"COMPRIMIDOS MASTICABLES"||"POR CADA COMPRIMIDO"|"ASPEN"||"GASTROINTESTINAL"|"ACIDEZ Y REFLUJO"|"VENTA DIRECTA"|||||
777001074|78026681|"F-22325"|"MENTALOL UNGUENTO 18G"|"ALCANFOR ; MENTOL"||"10G ; 1.5G"|"UNGUENTO"||"POR CADA 100 GRAMOS DE UNGUENTO"|"FARMOQUIMICA"||"RESPIRATORIO"|"DESCONGESTIONANTES"|"VENTA DIRECTA"|||||
777001075|36000183429|"NO APLICA"|"HUGGIES LIT.SWIMME. MX11"|"PANAL INFANTIL"||"TALLA M"|||""|"HUGGIES"||"MUNDO INFANTIL"|"PANALES INFANTILES"|"NO APLICA"|||||
777001076|71603041257|"NO APLICA"|"TRIM ENCRESPADOR DE PESTANAS + PINZA COD.04125"|"ENCRESPADOR DE PESTANA"||"N/A"|||""|"TRIM"||"ACCESORIOS"||"NO APLICA"|||||
777001077|300653145333|"NO APLICA"|"OPTI-FREE EXPRESS SOLUCION 355 ML"|"SOLUCION MULTIPROPOSITO PARA LENTES DE CONTACTO"||"N/A"|||""|"OPTI-FREE"||"ORGANOS DE LOS SENTIDOS"|"OFTALMICOS"|"NO APLICA"|||||
777001078|310742038231|"128C-78"|"MENTHOLATUM GEL LABIAL MEDICADO X 8 GRAMOS"|"BALSAMO LABIAL"||"N/A"|||""|"MENTHOLATUM"||"CREMAS Y ACEITES"|"BALSAMOS LABIALES"|"VENTA DIRECTA"|||||
777001079|650240006364|"NO APLICA"|"POINTTS SISTEMA ELIMINACION VERRUGAS"|"SISTEMA DE ELIMINACION DE VERRUGAS"||"N/A"|||""|"GENOMMA LAB"||"DERMATOLOGIA"|"QUERATOLITICOS"|"NO APLICA"|||||
777001080|650240030659|"F-22831"|"BIO ELECTRO X10COM"|"ACIDO ACETILSALICILICO ; CAFEINA ; PARACETAMOL"||"250MG ; 65MG ; 250MG"|"COMPRIMIDOS RECUBIERTOS"||"POR CADA COMPRIMIDO"|"GENOMMA LAB"||"SALUD MENTAL"|"ANTIJAQUECOSOS"|"VENTA DIRECTA"|||||
777001081|3107420076404|"NO APLICA"|"MENTHOLATUM ANALGESICO DENTAL 3,7ML"|"MENTOL;ALCANFOR"||"N/A"|"SOLUCION"||""|"MENTHOLATUM"||"ORGANOS DE LOS SENTIDOS"|"NARIZ"|"NO APLICA"|||||
777001082|3664798040579|"F-25485"|"BISOLVON JARABE FORTE 8MG ADULTO X120ML"|"BROMHEXINA"||"8MG/5ML"|"JARABE"||"POR CADA 100 ML DE SOLUCION"|"SANOFI"||"RESPIRATORIO"|"MUCOLITICOS Y EXPECTORANTES"|"VENTA DIRECTA"|||||
777001083|3664798040623|"F-25486"|"BISOLVON INFANTIL 4MG/5ML JARABE X120ML"|"BROMHEXINA"||"4MG/5ML"|"JARABE"||"POR CADA 100 ML DE SOLUCION"|"SANOFI"||"RESPIRATORIO"|"MUCOLITICOS Y EXPECTORANTES"|"VENTA DIRECTA"|||||
777001084|4005800154195|"N-396"|"PARCHE LEON CAPSAICINA 12X18CM X1"|"ANALGESICO EN PARCHE"||"N/A"|||"POR CADA SOBRE"|"BEIERSDORF"||"ANALGESICOS Y ANTINFLAMATORIOS"||"VENTA DIRECTA"|||||
777001085|4005808257669|"NO APLICA"|"NIVEA DESODORANTE ROLL-ON PEARL BEAUTY 50ML"|"DESODORANTE ANTITRANSPIRANTE"||"FEMENINO"|||""|"NIVEA"||"HIGIENE PERSONAL"|"DESODORANTES FEMENINOS"|"NO APLICA"|||||
777001086|4005900036711|"NO APLICA"|"NIVEA MEN DESODORANTE SPRAY B&W INVISIBLE ORIGINAL 150 ML"|"DESODORANTE ANTITRANSPIRANTE"||"MASCULINO"|||""|"NIVEA"||"HIGIENE PERSONAL"|"DESODORANTES MASCULINOS"|"NO APLICA"|||||
777001087|4005900513069|"NO APLICA"|"NIVEA MEN DESODORANTE ROLL-ON DEEP DARK WOOD 50ML"|"DESODORANTE ANTITRANSPIRANTE"||"MASCULINO"|"ROLL ON"||""|"NIVEA"||"HIGIENE PERSONAL"|"DESODORANTES MASCULINOS"|"NO APLICA"|||||
777001088|4005900515872|"NO APLICA"|"NIVEA MEN DESODORANTE SPRAY FRESH SPORT 150 ML"|"DESODORANTE ANTITRANSPIRANTE"||"MASCULINO"|||""|"NIVEA"||"HIGIENE PERSONAL"|"DESODORANTES MASCULINOS"|"NO APLICA"|||||
777001089|4005900633149|"NO APLICA"|"NIVEA MEN DESODORANTE SPRAY DEEP AMAZONIA 150 ML"|"DESODORANTE ANTITRANSPIRANTE"||"MASCULINO"|||""|"NIVEA"||"HIGIENE PERSONAL"|"DESODORANTES MASCULINOS"|"NO APLICA"|||||
777001090|4005900830937|"NO APLICA"|"NIVEA DESODORANTE SPRAY B&W MAX PROTECTION 150 ML"|"DESODORANTE ANTITRANSPIRANTE"||"FEMENINO"|||""|"NIVEA"||"HIGIENE PERSONAL"|"DESODORANTES FEMENINOS"|"NO APLICA"|||||
777001091|4027269969899|"NO APLICA"|"BION 3 X30COM"|"MULTIVITAMINICO"||"N/A"|"COMPRIMIDOS"||""|"MERCK"||"OTROS"|"VITAMINAS Y MINERALES"|"NO APLICA"|||||
777001092|4027269970000|"NO APLICA"|"BION 3 MINI X30COM"|"MULTIVITAMINICO"||"N/A"|"COMPRIMIDOS"||""|"MERCK"||"OTROS"|"VITAMINAS Y MINERALES"|"NO APLICA"|||||
777001093|4048846003836|"F-14229"|"ATROVENT HFA INHALADOR 10ML X 200 DOSIS"|"BROMURO DE IPRATROPIO"||"20MCG"|"SOLUCION EN AEROSOL PARA INHALACION"||"POR CADA DOSIS"|"BOEHRINGER INGELHEIM"||"RESPIRATORIO"|"ASMA"|"RECETA MEDICA"|||||
777001094|4710693223100|"NO APLICA"|"CHUPETE DE SILICONA CON TAPA 0 A 6 MESES X 1 UNIDAD (BEST HOUSE)"|"CHUPETE ENTRETENCION"||"N/A"|||""|"BEST HOUSE"||"MUNDO INFANTIL"|"CHUPETES Y MAMADERAS"|"NO APLICA"|||||
777001095|4800573052217|"F-18709"|"CLORURO DE SODIO 0,9% AP 5ML (BIOSANO)"|"CLORURO DE SODIO"||"0.9%"|"SOLUCION INYECTABLE"||"POR CADA 100 ML DE SOLUCION"|"BIOSANO"||"SUEROS E INYECTABLES"|"SUEROS"|"RECETA MEDICA"|||||
777001096|4800573052231|"F-18709"|"CLORURO DE SODIO 0,9% AP 20ML (BIOSANO)"|"CLORURO DE SODIO"||"0.9%"|"SOLUCION INYECTABLE"||"POR CADA 100 ML DE SOLUCION"|"BIOSANO"||"SUEROS E INYECTABLES"|"SUEROS"|"RECETA MEDICA"|||||
777001097|4902508105590|"NO APLICA"|"PIGEON ASPIRADOR NASAL"|"ASPIRADOR NASAL"||"N/A"|||""|"PIGEON"||"MUNDO INFANTIL"|"ACCESORIOS BEBE"|"NO APLICA"|||||
777001098|4902508105606|"NO APLICA"|"PIGEON ASPIRADOR NASAL TIPO TUBO"|"ASPIRADOR NASAL"||"N/A"|||""|"PIGEON"||"MUNDO INFANTIL"|"ACCESORIOS BEBE"|"NO APLICA"|||||
777001099|5054563041432|"NO APLICA"|"AQUAFRESH PASTA ADVANCE 9-12 ANOS 75ML"|"PASTA DENTAL INFANTIL"||"N/A"|||""|"AQUAFRESH"||"SALUD BUCAL"|"CEPILLOS DENTALES"|"NO APLICA"|||||
777001100|5425035663122|"NO APLICA"|"GLOBIFER FORTE X40COM"|"HIERRO HEMICO"||"N/A"|"COMPRIMIDOS"||""|"FARMOQUIMICA"||"CARDIOVASCULAR"|"ANTIANEMICOS"|"NO APLICA"|||||
777001101|5997001372357|"F-13785"|"EVRA PARCHE TRANSDERMICO X3"|"ETINILESTRADIOL ; NORETISTERONA"||"600MCG ; 6MG"|"SISTEMA TERAPEUTICO TRANSDERMICO"||"POR CADA UNIDAD"|"JANSSEN"||"ANTICONCEPTIVOS"||"RECETA MEDICA"|||||
777001102|6920217610066|"NO APLICA"|"MAMADERA MINI RECIEN NACIDO 60ML (BEST HOUSE)"|"MAMADERA"||"N/A"|||""|"BEST HOUSE"||"MUNDO INFANTIL"|"CHUPETES Y MAMADERAS"|"NO APLICA"|||||
777001103|7321831691629|"F-17183"|"VANNAIR 160/4.5 X120DS."|"BUDESONIDA ; FORMOTEROL"||"160 MCG ; 4.5 MCG"|"SUSPENSION PARA INHALACION ORAL"||"POR CADA DOSIS"|"ASTRAZENECA"||"RESPIRATORIO"|"ASMA"|"RECETA RETENIDA"|||||
777001104|7500435122436|"NO APLICA"|"PAMPERS CONFORT SEC TALLA M X24"|"PANAL INFANTIL"||"TALLA M"|||""|"PAMPERS"||"MUNDO INFANTIL"|"PANALES INFANTILES"|"NO APLICA"|||||
777001105|7500435192859|"NO APLICA"|"BION 3 X60COM"|"MULTIVITAMINICO"||"N/A"|"COMPRIMIDOS"||""|"MERCK"||"MULTIVITAMINICOS Y MINERALES"|"MULTIVITAMINICOS"|"NO APLICA"|||||
777001106|7501277030118|"F-22870"|"NATIK ADULTO 90 MEQ/L"|"REHIDRATANTE"||"27.9 GRAMOS"|"POLVO PARA SOLUCION ORAL"||"POR CADA SOBRE"|"RAFFO"||"GASTROINTESTINAL"|"SALES REHIDRATANTES"|"VENTA DIRECTA"|||||
777001107|7501303494471|"F-10630"|"MESIGYNA INSTAYECT JERINGA PRELLENADA 1ML"|"ESTRADIOL ; NORETISTERONA"||"5MG ; 50MG"|"SOLUCION INYECTABLE"||"POR CADA AMPOLLA"|"BAYER"||"ANTICONCEPTIVOS"||"RECETA MEDICA"|||||
777001108|7501438301859|"NO APLICA"|"MOCO DE GORILLA CERA REACTI 100G"|"FIJADOR PARA EL CABELLO"||"N/A"|||""|"MOCO DE GORILA"||"CAPILAR"|"GEL - LACA - CERA"|"NO APLICA"|||||
777001109|7501438301880|"NO APLICA"|"MOCO DE GORILLA GEL HIPSTER 200G"|"FIJADOR PARA EL CABELLO"||"N/A"|||""|"MOCO DE GORILA"||"CAPILAR"|"GEL - LACA - CERA"|"NO APLICA"|||||
777001110|7502253072559|"F-2242"|"PHILLIPS ANTIACIDO MENTA CAJA X 30"|"ALUMINIO HIDROXIDO ; CALCIO CARBONATO ; MAGNESIO HIDROXIDO"||"70MG ; 805MG ; 100MG"|"COMPRIMIDOS MASTICABLES"||""|"ASPEN"||"GASTROINTESTINAL"|"ACIDEZ Y REFLUJO"|"VENTA DIRECTA"|||||
777001111|7502253072795|"F-1082"|"PHILLIPS LECHE DE MAGNESIA SUSPENSION 120ML"|"MAGNESIO HIDROXIDO"||"8.3%"|"SUSPENSION"||"POR CADA 100 ML DE SOLUCION"|"ASPEN"||"GASTROINTESTINAL"|"ACIDEZ Y REFLUJO"|"VENTA DIRECTA"|||||
777001112|7506195179505|"NO APLICA"|"ALWAYS ULTRAFINA CON ALAS X24"|"TOALLA HIGIENICA ULTRAFINA CON ALAS"||"N/A"|"TOALLAS HIGIENICAS"||""|"ALWAYS"||"HIGIENE PERSONAL"|"PROTECCION FEMENINA"|"NO APLICA"|||||
777001113|7509552913118|"NO APLICA"|"BIO MEN DESODORANTE SPRAY PROTECTION 5 150 ML"|"DESODORANTE ANTITRANSPIRANTE"||"MASCULINO"|"SPRAY"||""|"GARNIER"||"HIGIENE PERSONAL"|"DESODORANTES MASCULINOS"|"NO APLICA"|||||
777001114|7590002012383|"NO APLICA"|"ALWAYS SECA NOCHE ULTRAFINA CON ALAS X8"|"TOALLA HIGIENICA NOCTURNA ULTRAFINA CON ALAS"||"N/A"|"TOALLAS HIGIENICAS"||""|"ALWAYS"||"HIGIENE PERSONAL"|"PROTECCION FEMENINA"|"NO APLICA"|||||
777001115|7591066701015|"NO APLICA"|"SCHICK XTREME3 P SENSIBLE"|"MAQUINA DE AFEITAR"||"N/A"|||""|"SCHICK"||"HIGIENE PERSONAL"|"AFEITADO"|"NO APLICA"|||||
777001116|7612412910094|"NO APLICA"|"CURAPROX 1009 UNIPENACHO 9MM"|"CEPILLO DENTAL UNIPENACHO"||"UNIPENACHO"|"CEPILLO DENTAL"||""|"CURAPROX"||"SALUD BUCAL"|"CEPILLOS DENTALES"|"NO APLICA"|||||
777001117|7703281000365|"NO APLICA"|"LACTIBON FEM LOCION 240ML"|"LOCION HIGIENE INTIMA"||"N/A"|"LOCION"||""|"MEDIHEALTH"||"HIGIENE PERSONAL"|"HIGIENE INTIMA FEMENINA"|"NO APLICA"|||||
777001118|7730698015958|"F-19871"|"CEUMID 100MG/ML SOLUCION ORAL X150ML"|"LEVETIRACETAM"||"100MG/ML"|"SOLUCION ORAL"||"POR CADA 100 ML DE SOLUCION"|"PHARMA INVESTI"||"SALUD MENTAL"|"ANTICONVULSIVANTES"|"RECETA MEDICA"|||||
777001119|7730979098014|"F-24353"|"COLMIBE 10MG/10MG X30COM"|"ATORVASTATINA ; EZETIMIBA"||"10MG ; 10MG"|"COMPRIMIDOS RECUBIERTOS"||"POR CADA COMPRIMIDO"|"TECNOFARMA"||"CARDIOVASCULAR"|"COLESTEROL Y TRIGLICERIDOS"|"RECETA MEDICA"|||||
777001120|7793640992561|"F-1480"|"ASPIRINA NINOS 100MG X42COM"|"ACIDO ACETILSALICILICO"||"100MG"|"COMPRIMIDOS"||"POR CADA COMPRIMIDO"|"BAYER"||"ANALGESICOS Y ANTINFLAMATORIOS"||"VENTA DIRECTA"|||||
777001121|7794640171703|"NO APLICA"|"COREGA ULTRA CREMA SABOR MENTA 40GR"|"CREMA ADHESIVA PARA PROTESIS DENTALES"||"MENTA"|||""|"GSK"||"SALUD BUCAL"|"PRODUCTOS PARA PROTESIS"|"NO APLICA"|||||
777001122|7794640171734|"NO APLICA"|"COREGA ULTRA CREMA SIN SABOR 20GR"|"CREMA ADHESIVA PARA PROTESIS DENTALES"||"SIN SABOR"|||""|"COREGA"||"SALUD BUCAL"|"PRODUCTOS PARA PROTESIS"|"NO APLICA"|||||
777001123|7794640171741|"NO APLICA"|"COREGA ULTRA CREMA SIN SABOR 40GR"|"CREMA ADHESIVA PARA PROTESIS DENTALES"||"SIN SABOR"|||""|"GSK"||"SALUD BUCAL"|"PRODUCTOS PARA PROTESIS"|"NO APLICA"|||||
777001124|7794640171765|"NO APLICA"|"COREGA ULTRA CREMA SABOR MENTA 40GR"|"CREMA ADHESIVA PARA PROTESIS DENTALES"||"MENTA"|||""|"GSK"||"SALUD BUCAL"|"PRODUCTOS PARA PROTESIS"|"NO APLICA"|||||
777001125|7794640172625|"NO APLICA"|"ETIQUET ANTITRANSPIRANTE ROLL-ON 60G WOMEN DELICIUS"|"DESODORANTE ANTITRANSPIRANTE"||"FEMENINO"|||""|"ETIQUET"||"HIGIENE PERSONAL"|"DESODORANTES FEMENINOS"|"NO APLICA"|||||
777001126|7794640630507|"NO APLICA"|"ETIQUET ANTITRANSPIRANTE ROLL-ON 60G MEN SPORT"|"DESODORANTE ANTITRANSPIRANTE"||"MASCULINO"|||""|"ETIQUET"||"HIGIENE PERSONAL"|"DESODORANTES MASCULINOS"|"NO APLICA"|||||
777001127|7795373022126|"F-16622"|"BUTOCORT INHALADOR 250 DOSIS"|"BECLOMETASONA ; SALBUTAMOL"||"50MCG ; 100MCG"|"AEROSOL PARA INHALACION"||"POR CADA DOSIS"|"D & M PHARMA"||"RESPIRATORIO"|"ASMA"|"RECETA RETENIDA"|||||
777001128|7795380000872|"F-18823"|"ACEMUK 100MG/5ML JARABE 100 ML"|"ACETILCISTEINA"||"100MG/5ML"|"POLVO PARA JARABE"||"POR CADA 100 ML DE SOLUCION"|"DEUTSCHE PHARMA"||"RESPIRATORIO"|"MUCOLITICOS Y EXPECTORANTES"|"RECETA MEDICA"|||||
777001129|7798032937434|"F-25335"|"DORALIV 400MG X 10 CAPSULAS BLANDAS."|"IBUPROFENO"||"400MG"|"CAPSULAS BLANDAS"||"POR CADA CAPSULA"|"VIVUNT PHARMA"||"ANALGESICOS Y ANTINFLAMATORIOS"||"RECETA MEDICA"|||||
777001130|7800004000944|"NO APLICA"|"LECHUGA SOFT CREMA 55G"|"CREMA PARA MANOS"||"N/A"|||""|"MAVER"||"CREMAS Y ACEITES"|"CREMAS CORPORALES"|"NO APLICA"|||||
777001131|7800004001101|"F-10419"|"DOLDENT GEL TOPICO 10G"|"BENZOCAINA"||"5%"|"GEL"||""|"MAVER"||"DERMATOLOGIA"|"ANESTESICOS Y ANTISEPTICOS"|"VENTA DIRECTA"|||||
777001132|7800004001507|"NO APLICA"|"DIAVITAL LACTASA 9000FCC X60COM"|"LACTASA"||"9000 FCC"|"COMPRIMIDOS"||""|"MAVER"||"GASTROINTESTINAL"|"COLON"|"NO APLICA"|||||
777001133|7800004002139|"F-24116"|"IMECOL ADULTO X8COM"|"FTALILSULFATIAZOL ; NIFUROXAZIDA"||"500MG ; 200MG"|"COMPRIMIDOS"||"POR CADA COMPRIMIDO"|"MAVER"||"GASTROINTESTINAL"|"ANTIDIARREICOS"|"RECETA MEDICA"|||||
777001134|7800004003747|"NO APLICA"|"YES! GEL LUBRICANTE 30ML"|"LUBRICANTE INTIMO"||"N/A"|"SOLUCION"||""|"PRATER"||"GENITO-URINARIO"|"LUBRICANTES INTIMOS"|"NO APLICA"|||||
777001135|7800004003761|"NO APLICA"|"YES! HOT GEL LUBRICANTE 40ML"|"LUBRICANTE INTIMO"||"N/A"|"SOLUCION"||""|"PRATER"||"GENITO-URINARIO"|"LUBRICANTES INTIMOS"|"NO APLICA"|||||
777001136|7800004003990|"F-25470"|"TAPSIN 1000SC X 20 COMPRIMIDOS"|"PARACETAMOL"||"1G"|"COMPRIMIDOS RECUBIERTOS"||"POR CADA COMPRIMIDO"|"MAVER"||"ANALGESICOS Y ANTINFLAMATORIOS"||"VENTA DIRECTA"|||||
777001137|7800004004232|"F-3818"|"TAPSIN PEDIATRICO 100MG/ML GOTAS X15ML"|"PARACETAMOL"||"100MG/ML"|"SOLUCION ORAL PARA GOTAS"||"POR CADA 100 ML DE SOLUCION"|"MAVER"||"ANALGESICOS Y ANTINFLAMATORIOS"||"VENTA DIRECTA"|||||
777001138|7800004004546|"NO APLICA"|"YES! CHERRY GEL LUBRICANTE 55ML"|"LUBRICANTE INTIMO"||"N/A"|"SOLUCION"||""|"PRATER"||"GENITO-URINARIO"|"LUBRICANTES INTIMOS"|"NO APLICA"|||||
777001139|7800004004706|"F-14170"|"DISFRUTA CLASICO FRASCO 100G"|"ACIDO CITRICO ; BICARBONATO SODICO ; CARBONATO DE SODIO"||"10G ; 45.76G ; 43.14G"|"SAL EFERVESCENTE"||"POR CADA 100G DE POLVO"|"MAVER"||"GASTROINTESTINAL"|"ACIDEZ Y REFLUJO"|"VENTA DIRECTA"|||||
777001140|7800004004713|"F-14171"|"DISFRUTA LIMON FRASCO 100G"|"ACIDO CITRICO ; BICARBONATO SODICO ; CARBONATO DE SODIO"||"10G ; 45.76G ; 43.14G"|"SAL EFERVESCENTE"||""|"MAVER"||"GASTROINTESTINAL"|"ACIDEZ Y REFLUJO"|"VENTA DIRECTA"|||||
777001141|7800004004805|"224C-367"|"VITAPOVIN UNGUENTO 10G"|"CICATRIZANTE"||"10G"|"POMADA"||""|"MAVER"||"MUNDO INFANTIL"|"CREMAS Y POMADAS"|"NO APLICA"|||||
777001142|7800004004980|"F-5823"|"PREDUAL X10COM"|"MEPIRAMINA ; PAMABRON ; PARACETAMOL"||"15MG ; 25MG ; 500MG"|"COMPRIMIDOS"||"POR CADA COMPRIMIDO"|"ANDROMACO"||"ANALGESICOS Y ANTINFLAMATORIOS"||"VENTA DIRECTA"|||||
777001143|7800004261543|"F-14170"|"DISFRUTA CLASICO FRASCO 110G"|"ACIDO CITRICO ; BICARBONATO SODICO ; CARBONATO DE SODIO"||"10G ; 45.76G ; 43.14G"|"SAL EFERVESCENTE"||"POR CADA 100 GRAMOS DE POLVO"|"MAVER"||"GASTROINTESTINAL"|"ACIDEZ Y REFLUJO"|"VENTA DIRECTA"|||||
777001144|7800004261550|"F-14171"|"DISFRUTA LIMON FRASCO 110G"|"ACIDO CITRICO ; BICARBONATO SODICO ; CARBONATO DE SODIO"||"10G ; 45.76G ; 43.14G"|"SAL EFERVESCENTE"||"POR CADA 100 GRAMOS DE POLVO"|"MAVER"||"GASTROINTESTINAL"|"ACIDEZ Y REFLUJO"|"VENTA DIRECTA"|||||
777001145|7800004501472|"F-12651"|"TAPSIN NINOS 160MG X16COM."|"PARACETAMOL"||"160MG"|"COMPRIMIDOS MASTICABLES"||"POR CADA COMPRIMIDO"|"MAVER"||"ANALGESICOS Y ANTINFLAMATORIOS"||"VENTA DIRECTA"|||||
777001146|7800007106421|"F-4036"|"UREN X24COMP"|"HIDROCLOROTIAZIDA ; TRIAMTERENO"||"25MG ; 50MG"|"COMPRIMIDOS"||"POR CADA COMPRIMIDO"|"LABORATORIO CHILE"||"CARDIOVASCULAR"|"DIURETICOS"|"RECETA MEDICA"|||||
777001147|7800007118271|"F-3927"|"DIGOXINA 0.25MG X30COM. (CHILE)"|"DIGOXINA"||"0.25MG"|"COMPRIMIDOS"||"POR CADA COMPRIMIDO"|"LABORATORIO CHILE"||"CARDIOVASCULAR"|"ANTIARRITMICOS"|"RECETA MEDICA"|||||
777001148|7800007120762|"F-3971"|"HIDRALAZINA 50MG X20COM. (CHILE)"|"HIDRALAZINA"||"50MG"|"COMPRIMIDOS RECUBIERTOS"||"POR CADA COMPRIMIDO"|"LABORATORIO CHILE"||"CARDIOVASCULAR"|"ANTIHIPERTENSIVOS"|"RECETA MEDICA"|||||
777001149|7800007138545|"F-2277"|"POTASIO GLUCONATO 31.2% X200ML (CHILE)"|"POTASIO GLUCONATO"||"31.2%"|"ELIXIR"||"POR CADA 100 ML DE SOLUCION"|"LABORATORIO CHILE"||"MULTIVITAMINICOS Y MINERALES"||"RECETA MEDICA"|||||
777001150|7800007155634|"F-21649"|"VITAMINA ADC GOTAS 30ML (CHILE)"|"VITAMINA A ; VITAMINA C ; VITAMINA D3"||"1.5MG ; 75MG ; 25MCG"|"SOLUCION ORAL PARA GOTAS"||"POR CADA 100 ML DE SOLUCION"|"LABORATORIO CHILE"||"MULTIVITAMINICOS Y MINERALES"||"RECETA MEDICA"|||||
777001151|7800007157768|"F-8414"|"FRENALER 5MG/5ML JARABE 60ML"|"LORATADINA"||"5MG/5ML"|"JARABE"||"POR CADA 100 ML DE SOLUCION"|"LABORATORIO CHILE"||"INMUNOLOGIA"|"ANTIHISTAMINICOS"|"RECETA MEDICA"|||||
777001152|7800007516916|"F-18627"|"GEMFIBROZILO 600 MG X 20 COMPRIMIDOS. (CHILE)"|"GEMFIBROZILO"||"600MG"|"COMPRIMIDOS RECUBIERTOS"||"POR CADA COMPRIMIDO"|"MINTLAB"||"CARDIOVASCULAR"|"COLESTEROL Y TRIGLICERIDOS"|"RECETA MEDICA"|||||
777001153|7800007681287|"F-14861"|"VIRONIDA FORTE 400MG/5ML SUSPENSION ORAL 100ML"|"ACICLOVIR"||"400MG/5ML"|"SUSPENSION ORAL"||"POR CADA 100 ML DE SOLUCION"|"LABORATORIO CHILE"||"INFECCIONES"|"ANTIVIRALES"|"RECETA MEDICA"|||||
